x1,y1,x2,y2,x3,y3
36.20499281820949,64.18496731292495,65.12563213262901,30.01903495837752,26.570909281960127,26.935483113694083
62.96371218046249,49.950528287068686,48.32293736094006,80.12007176538279,37.449006208942734,31.670967845805258
17.48787480853997,42.29952252848245,52.21527071378732,15.723483646573968,49.764537212396164,54.780407280351184
64.40182869078016,48.74517161208005,65.55286434337589,49.330086385276914,72.0574445191352,57.05606639444872
75.89630331210128,44.081170079081836,46.79445681491994,28.971098088409306,24.94993811560071,40.65037758005499
50.57983933242507,64.83747276064672,85.58634988298827,38.27934560748003,65.23444361477863,44.26878280766575
15.643094233826723,25.432203103885723,67.0768790366922,46.15166543275211,80.02629024441465,50.95644218447198
64.85349744513749,23.138891465928452,41.66246514646346,38.30544875484722,52.889161413731586,64.74259416806784
63.76053334039658,34.99587123511148,50.86868874059527,64.64774206926543,35.38082936340473,67.1211612447968
44.11972841329948,15.47850495681876,75.0572443436763,56.96780741177476,48.199725817597084,52.741336399806016
58.094521663741176,54.109854814858565,77.8519900763742,63.971706561378305,66.77797704229656,70.61730571051243
63.92510559997168,45.89686992532067,24.72026137021835,45.08607682456272,36.328622374269685,41.21782017998112
63.09403916851136,57.85939074665676,30.663575037113155,45.56620420158614,71.40915330896027,102.06738244203534
40.32980112684248,60.524608909848226,71.39870710022308,58.27285939229383,35.667103004348576,45.34129698125471
70.57174214458021,60.05720382279334,75.73980990651988,73.6809251175399,70.1073115771216,19.18739063504534
44.30005897578104,69.34562254911359,60.98511498837394,42.269731542284774,39.71616334107976,12.802575811019949
54.62920161140561,57.840598525632565,24.534290153115883,52.39212049619348,36.38075900953581,73.16303392760535
44.051182359395575,56.66733212368406,43.75485310565344,32.70966423322491,76.6676739791941,46.50688119318006
85.40984534119119,70.31168306972879,56.41486968184751,58.367768507459544,59.16422802485993,29.50094774026938
87.07625487163403,54.362607476711005,24.558958163148223,37.57290745508965,46.50592585415584,47.5856478574319
88.08686125229941,50.8447673318146,50.77328748660809,75.08200275163195,54.544853728781206,56.268857082858275
51.25083432243559,27.724691033416352,45.29530284308753,32.13772512140636,40.33365854782268,29.427390881998907
54.51832012775503,42.465170786960286,29.65578938185854,36.931651558165065,49.424055029861194,18.482648860340465
47.69179420383205,32.765190541218246,25.900582696422227,27.753196346757548,33.772954018187235,34.25014758985444
33.827637152925035,65.0083130156705,48.633687211526784,55.55308960252363,17.625694212981237,69.73370552994739
51.309996847070266,43.11681794344331,24.339942882917057,62.84813441821366,80.4678651804293,74.06648978468591
62.52649878424926,61.219230865006,65.89781473411821,50.42603012679819,56.29186681281911,66.41204475528671
63.815267360716284,23.863668141268047,78.28185626996063,38.06441477205125,67.86620952351086,62.343435578627144
75.49968624319895,47.19000756173725,36.314622480748326,59.58941180025833,48.01814986375389,34.96423562724158
6.052024534431368,26.573049107285193,43.30853613016604,33.79358812361258,50.55068720254831,39.92932347702745
50.86576407240848,47.73424827754223,45.48673990931422,75.90197109351519,38.60267410422198,30.370365094162644
54.78982431223925,62.59448628189755,62.081710719445326,28.84526615097225,64.72178350844173,48.24591993139715
83.24070395662696,30.876400940438575,39.51294116814866,41.95777627057369,16.419087737610127,25.84960984484165
63.45029972930607,44.14165929626352,57.15619012006965,37.4368069659352,84.63593049774559,30.760110940745204
56.091088539036846,29.654136348136255,63.68802885778388,64.74557619402707,20.092396316530536,35.811700839303796
39.90242065871559,57.470819482276944,76.28332583770879,81.32213093721434,69.99402059581503,89.6457012417344
48.04339207993992,17.938507278884174,35.50227417046425,62.92545449124553,45.65871479244187,52.59840246641572
67.41260112146867,87.4847647428225,42.78189288772729,33.605276283517426,33.20269239784145,56.608877750249064
74.32110055827064,33.9113410930467,36.45130700008164,62.76462731069341,14.23088401424588,42.89458276012503
69.08427440090844,38.76762713800461,52.25524032374951,47.9204923399395,58.874999506351635,32.7851702598154
47.48111431224248,70.38925335924051,57.58936609291613,73.32998112524243,19.806035425305396,57.345421535177536
24.112579017902938,40.402611110093886,55.50909551144012,76.36282510492424,43.535764719187355,21.517455741989973
54.06316906880847,49.97309983263162,57.712181257867385,20.62102721207721,51.06886544037199,49.92250265503236
60.434728104310096,50.79944377768468,48.80697230849823,68.29322704328736,31.347669820904635,50.615043631994645
65.5818698634933,51.11935299042825,47.301596040545974,58.877458221348355,58.16012601014373,66.81502672257102
64.3020125572646,50.254001860702765,42.73915124640503,62.34002811918865,51.65634083831885,58.06190752462469
55.47122412077962,66.22077731113038,67.12800603467218,38.588246518292735,43.73968604942341,52.20587257863781
55.30629780574067,39.727633302162275,57.70271864011292,36.24907033206667,72.28550914142876,37.01139405968516
48.09174078357974,45.686535098606065,21.481899697793192,29.085700383932384,64.29485837922842,20.178974830939087
40.83470153184224,38.43671907211326,37.02123296155257,41.15814987467865,86.97131468099596,50.15172789644939
24.951741383752765,38.52289529015936,44.7128878115815,17.783419511995838,57.31143798982352,24.039481087303162
43.68475433346719,51.35359876816526,37.29427429805205,42.90530933794406,52.664675670556505,38.754233425486404
66.44613471330649,62.46509327920465,74.05680291956267,63.17188470050445,56.10455832055321,54.64223953867162
59.06154065459285,61.87486897102749,63.58385227547264,50.6664871626861,30.79502201153814,16.305963527687695
74.60280513168678,29.828785517844896,87.25850551856834,62.41466165015891,67.59647685995432,56.17510300274881
35.0060061300813,61.431819969933635,47.1443533340057,60.18294230094685,33.76122660909053,64.21811382201686
37.125702602993506,72.88961583976418,52.518345384649294,44.64201160000728,60.96092748379358,68.72228784414942
56.523569527737045,45.67609318404918,53.37742553436221,40.28601990503082,51.87738789443838,61.83813027202304
56.75831374875731,61.45411427254282,44.592703034067426,64.199811811983,55.26430819757987,40.87330538335975
61.743825163270564,63.97565077383312,71.13814292973942,37.523205852805646,48.62501258968553,56.69150566519837
63.11146100324793,32.059318391478826,30.64511867286613,65.83520547563214,38.190934462685746,82.99026810811274
42.26723102987304,54.64625737411795,76.96157586811994,57.0857606085207,58.88126884486026,1.0401411051138822
76.47575367210204,50.433395775772844,46.57595720009839,36.24966083520131,60.81415104073894,50.29046205224355
45.20234366186901,38.798510825670476,35.53981545013682,79.36657866871693,41.389816650644846,61.957140737832376
75.19093629723059,42.13572943265246,44.218731041007814,28.0770064692148,42.871579952034104,46.456220710747615
32.085676635989415,55.73375815084366,52.48169245562261,50.4220398265784,26.506937583481072,55.25467233426158
34.556366803779525,54.62784216206008,55.704594995099086,32.09159480573615,37.172589535095426,68.18511042777598
14.793872886254455,71.53277352279959,76.39637201872728,73.33063296923004,56.471244937678236,52.104284479737544
53.4165068330069,52.35359991007416,16.306833488411428,62.77536902777082,57.84300842600965,65.98437514061747
24.44626121298147,66.21651509303985,67.53275824094567,47.84485684087866,64.53509785016239,51.52226884972824
34.34270533281165,50.66923208187343,41.88388599703449,63.27777075205209,65.25752872773921,39.85352308262628
36.86850982018238,40.075326525580465,48.740481934670235,62.615942557603184,4.952151183520471,13.622931069049692
24.188244090165643,36.038971598331955,49.475616479723286,45.105608740807625,45.51246560873986,50.84320245075383
50.93177613266276,55.58011649959694,77.78124652334691,45.471391163229846,61.51335082328055,43.416666475304325
51.70950418063714,45.10534460417577,62.051969150054134,56.778608135214945,55.427993455517864,28.491013468327125
20.999167929358563,49.07050420500095,51.76716382944521,76.35748171818055,52.25789699098778,23.267740885340306
43.62541404734111,41.40989884094577,61.76909664066248,62.376203765582595,72.04175385157296,58.88034071569339
65.98703603539172,66.9922657664747,41.128184098711166,25.73538329063173,30.468160267646695,40.28246017368228
71.31160097435387,56.9667264806731,78.11704557938047,42.836634888387636,34.33636370943392,37.63246151227486
51.20442794822424,57.98289523202188,57.94848662150425,68.07884821099037,39.28434295346207,64.36054408560665
44.21203215739297,15.69729837014956,75.82781544113197,61.91445004180068,28.0742941020916,40.46538355199405
66.10360496881061,56.696059375633205,71.28596511494942,50.65051415019926,30.80667594627085,40.92998446128209
46.39319271354501,49.61070959439228,60.367537877983914,63.66933961694858,48.29726154930403,43.28390821959524
24.288159313323234,24.520275488617695,33.67009709066792,45.79397400014421,71.34284826893857,48.07791384389498
37.54911150736134,43.07061128775972,84.64138045917949,24.66788833864049,36.36425776034102,20.560035694433395
66.67385686302825,66.62745175809441,45.097768913557154,49.45889069445487,53.6155248894268,40.89798261597485
69.05419063190398,41.89266418771613,29.283689523930285,58.334319338602796,48.823060763691146,28.883490059790827
75.45764783212141,25.542152570734192,37.065634605847016,16.633638221072488,33.74496802995827,36.0161017932665
67.63988878933995,60.0483292085967,30.08586767930303,52.22253905591242,44.86116791157743,28.430197147757536
60.26062832767786,48.89033573426244,38.99894415174339,32.60347928601118,55.448895305438924,52.756554930138144
53.06915176340396,45.18026857154659,62.642391781080434,77.14523593443855,66.44257833466945,86.44554252213285
63.11604687208046,42.83732051191647,26.783867916661663,20.03366207626236,49.761677467816895,85.46850753979544
61.69325920698829,84.85296923915811,25.243192390558697,38.84803461601282,82.26668330821266,52.30899538030984
18.253831984402186,37.5883301575691,60.07427098566715,45.2252066588491,44.42111512725402,71.67903905304591
40.376256674897334,66.74732313235891,41.34297225504279,41.901473465736586,29.097958109780414,32.716659015426785
56.70863468389191,61.17664187578241,69.12318942806806,33.43561534737273,74.42091123060797,79.9193900462936
72.18521977840076,39.204921716118484,50.16685555939264,77.78657797895278,35.15461944783575,55.77126089154533
74.34170313639449,37.01988951501855,37.83575144734635,59.77950027535075,48.818575359796824,88.29449138138159
50.2418806857673,45.324367122410486,6.885806217811911,72.92466224974285,71.21925959722046,82.24588344347075
21.71869122797294,36.97839285406975,87.96572407616387,65.49678447254854,46.779965197638894,57.692451382887896
56.50235290461376,42.65489595143579,46.25015209589711,26.39163266121045,56.254408220685484,86.52910085413109
74.22894200263849,50.399604694595716,50.46268710554698,58.29913023504553,49.31992781845223,64.53715910353333
47.49474913011151,62.55499644662829,39.13022464682666,30.161249100630922,44.484263522733116,59.58992204528657
75.96349007090275,27.332922603210243,48.58598861769415,72.73769578409832,-7.669150625245507,25.729372220456852
35.861971072235164,35.78170419879165,37.85638336748297,23.948284793733954,77.13709927856137,28.264441288679855
23.179527905556533,11.189470378005709,60.072602875905424,30.576766107236367,36.99607978454715,47.70826169632133
60.36855824075403,14.397271845228666,46.61195183293701,53.23260751426676,46.11977738874558,63.36210590617346
36.76601163420138,64.28365793968369,55.02236908584609,74.25222847340864,67.27907730160402,65.19667547013134
78.11960373871693,68.92685829738238,73.64279742419714,67.2742128563681,44.22222015649284,55.99716590351417
43.74769934430181,53.594532455658204,43.56997658732311,38.228183064251766,61.04229245133001,60.278741054123536
68.68844372628416,58.50546664143194,31.33436181582938,55.78172088037784,32.369244998155956,59.0894130401574
38.80690719018648,63.47690475567457,19.335188696552002,33.94335039921424,59.15638999624059,69.47062260287981
68.68329719309048,34.179076313361804,52.9338746235935,51.90229563737704,21.60096105193188,33.41740800473681
53.14505885578832,47.862850494112706,42.7837718344782,34.59365353133252,35.265732742626675,55.01600006328582
53.44721098674496,44.677483522524376,39.0565238326559,32.896722904470906,50.72652196096296,62.58082653400861
